site_no,datetime,Q,waterTmax,waterTmin,EC
10343500,1971-06-28,44.0,13.3,5.0,NA
10343500,1971-06-29,38.0,14.4,5.0,NA
10343500,1971-06-30,35.0,15.0,5.6,NA
10343500,1971-07-01,32.0,15.6,6.1,NA
10343500,1971-07-02,30.0,15.0,6.1,NA
10343500,1971-07-03,29.0,15.0,6.1,NA
10343500,1971-07-04,27.0,15.0,6.1,NA
10343500,1971-07-05,26.0,15.6,6.7,NA
10343500,1971-07-06,24.0,15.6,6.7,NA
10343500,1971-07-07,23.0,15.6,6.7,NA
10343500,1971-07-08,21.0,15.6,6.7,NA
10343500,1971-07-09,20.0,15.6,6.1,NA
10343500,1971-07-10,19.0,15.0,6.7,NA
10343500,1971-07-11,18.0,15.0,5.0,NA
10343500,1971-07-12,17.0,16.1,6.1,NA
10343500,1971-07-13,16.0,16.7,6.7,NA
10343500,1971-07-14,15.0,17.2,8.3,NA
10343500,1971-07-15,14.0,17.2,8.3,NA
10343500,1971-07-16,13.0,17.8,9.4,NA
10343500,1971-07-17,24.0,16.7,9.4,NA
10343500,1971-07-18,21.0,17.2,10.6,NA
10343500,1971-07-19,16.0,17.8,9.4,NA
10343500,1971-07-20,15.0,16.7,10.0,NA
10343500,1971-07-21,13.0,16.7,9.4,NA
10343500,1971-07-22,12.0,17.8,8.9,NA
10343500,1971-07-23,11.0,17.8,8.9,NA
10343500,1971-07-24,10.0,18.3,8.9,NA
10343500,1971-07-25,9.60,18.3,8.9,NA
10343500,1971-07-26,9.10,18.9,10.0,NA
10343500,1971-07-27,8.60,18.9,9.4,NA
10343500,1971-07-28,8.30,19.4,10.0,NA
10343500,1971-07-29,7.80,18.9,10.6,NA
10343500,1971-07-30,7.60,18.9,10.0,NA
10343500,1971-07-31,7.00,19.4,10.6,NA
10343500,1971-08-01,6.80,19.4,10.6,NA
10343500,1971-08-02,6.50,18.9,10.0,NA
10343500,1971-08-03,6.20,18.9,10.0,NA
10343500,1971-08-04,6.00,18.9,9.4,NA
10343500,1971-08-05,5.90,18.9,9.4,NA
10343500,1971-08-06,5.70,18.9,9.4,NA
10343500,1971-08-07,5.50,18.3,8.9,NA
10343500,1971-08-08,5.30,18.9,8.9,NA
10343500,1971-08-09,5.30,18.3,9.4,NA
10343500,1971-08-10,5.20,18.3,9.4,NA
10343500,1971-08-11,5.50,15.6,9.4,NA
10343500,1971-08-12,5.40,17.8,8.9,NA
10343500,1971-08-13,4.90,17.2,8.9,NA
10343500,1971-08-14,4.70,16.7,7.2,NA
10343500,1971-08-15,4.60,16.7,7.8,NA
10343500,1971-08-16,4.50,16.7,7.8,NA
10343500,1971-08-17,4.40,16.1,7.2,NA
10343500,1971-08-18,4.40,16.7,7.2,NA
10343500,1971-08-19,4.30,16.7,7.8,NA
10343500,1971-08-20,4.20,15.6,6.7,NA
10343500,1971-08-21,4.10,15.0,5.6,NA
10343500,1971-08-22,4.10,14.4,5.6,NA
10343500,1971-08-23,4.20,15.6,6.7,NA
10343500,1971-08-24,4.20,15.0,7.2,NA
10343500,1971-08-25,4.30,13.9,8.3,NA
10343500,1971-08-26,4.40,15.0,8.9,NA
10343500,1971-08-27,4.50,15.6,8.3,NA
10343500,1971-08-28,4.10,15.0,7.8,NA
10343500,1971-08-29,4.00,15.0,7.8,NA
10343500,1971-08-30,3.90,13.9,7.8,NA
10343500,1971-08-31,3.90,14.4,8.3,NA
10343500,1971-09-01,3.90,13.9,5.0,NA
10343500,1971-09-02,3.90,13.9,7.8,NA
10343500,1971-09-03,3.90,13.9,5.6,NA
10343500,1971-09-04,3.80,13.3,5.6,NA
10343500,1971-09-05,3.70,13.9,6.1,NA
10343500,1971-09-06,3.70,13.3,7.8,NA
10343500,1971-09-07,3.70,12.8,5.0,NA
10343500,1971-09-08,3.70,12.8,5.0,NA
10343500,1971-09-09,3.60,12.8,6.1,NA
10343500,1971-09-10,3.50,12.8,5.0,NA
10343500,1971-09-11,3.50,NA,NA,NA
10343500,1971-09-12,3.40,NA,NA,NA
10343500,1971-09-13,3.30,NA,NA,NA
10343500,1971-09-14,3.30,14.4,5.0,NA
10343500,1971-09-15,3.30,13.3,6.1,NA
10343500,1971-09-16,3.30,13.3,6.1,NA
10343500,1971-09-17,3.40,11.7,5.6,NA
10343500,1971-09-18,3.50,10.6,3.3,NA
10343500,1971-09-19,3.50,11.1,2.8,NA
10343500,1971-09-20,3.50,11.7,3.9,NA
10343500,1971-09-21,3.60,10.6,3.9,NA
10343500,1971-09-22,3.50,11.1,3.9,NA
10343500,1971-09-23,3.50,11.1,4.4,NA
10343500,1971-09-24,3.50,10.6,4.4,NA
10343500,1971-09-25,3.60,10.0,5.6,NA
10343500,1971-09-26,4.00,8.3,4.4,NA
10343500,1971-09-27,4.00,8.3,3.3,NA
10343500,1971-09-28,3.90,8.3,3.9,NA
10343500,1971-09-29,4.20,6.1,1.7,NA
10343500,1971-09-30,4.50,5.0,1.1,NA
10343500,1971-10-01,4.90,6.1,0.6,NA
10343500,1971-10-02,5.10,7.8,1.7,NA
10343500,1971-10-03,4.80,8.3,2.2,NA
10343500,1971-10-04,4.40,8.9,2.8,NA
10343500,1971-10-05,4.20,10.0,3.9,NA
10343500,1971-10-06,4.00,10.6,3.9,NA
10343500,1971-10-07,3.90,10.6,5.0,NA
10343500,1971-10-08,3.70,10.6,4.4,NA
10343500,1971-10-09,3.60,10.6,4.4,NA
10343500,1971-10-10,3.80,10.6,4.4,NA
10343500,1971-10-11,3.80,10.0,4.4,NA
10343500,1971-10-12,3.70,10.0,4.4,NA
10343500,1971-10-13,3.80,10.0,4.4,NA
10343500,1971-10-14,3.70,9.4,5.6,NA
10343500,1971-10-15,3.90,6.1,3.9,NA
10343500,1971-10-16,4.40,4.4,2.2,NA
10343500,1971-10-17,4.50,4.4,1.7,NA
10343500,1971-10-18,4.90,5.6,1.1,NA
10343500,1971-10-19,4.70,5.6,2.8,NA
10343500,1971-10-20,4.60,6.1,3.3,NA
10343500,1971-10-21,4.40,6.1,1.7,NA
10343500,1971-10-22,4.20,6.7,2.8,NA
10343500,1971-10-23,4.30,5.0,2.8,NA
10343500,1971-10-24,4.50,4.4,2.2,NA
10343500,1971-10-25,4.40,5.0,0.6,NA
10343500,1971-10-26,4.30,6.1,1.1,NA
10343500,1971-10-27,4.40,5.0,1.1,NA
10343500,1971-10-28,4.40,2.8,0.0,NA
10343500,1971-10-29,4.50,1.7,0.0,NA
10343500,1971-10-30,4.70,3.9,0.6,NA
10343500,1971-10-31,4.60,3.3,1.1,NA
10343500,1971-11-01,4.50,3.9,0.6,NA
10343500,1971-11-02,4.50,3.9,0.6,NA
10343500,1971-11-03,4.50,4.4,0.6,NA
10343500,1971-11-04,4.40,4.4,1.1,NA
10343500,1971-11-05,4.40,3.9,1.1,NA
10343500,1971-11-06,4.30,3.9,0.6,NA
10343500,1971-11-07,4.40,3.9,1.1,NA
10343500,1971-11-08,4.30,3.9,1.1,NA
10343500,1971-11-09,4.30,4.4,1.7,NA
10343500,1971-11-10,4.30,4.4,2.2,NA
10343500,1971-11-11,16.0,3.9,1.7,NA
10343500,1971-11-12,9.20,3.3,1.7,NA
10343500,1971-11-13,6.20,2.2,0.0,NA
10343500,1971-11-14,5.80,2.2,0.0,NA
10343500,1971-11-15,5.40,2.2,0.0,NA
10343500,1971-11-16,5.20,2.2,0.6,NA
10343500,1971-11-17,5.00,1.7,0.0,NA
10343500,1971-11-18,4.90,2.2,0.0,NA
10343500,1971-11-19,4.80,2.2,0.0,NA
10343500,1971-11-20,4.80,2.8,0.0,NA
10343500,1971-11-21,4.90,3.9,0.6,NA
10343500,1971-11-22,5.00,3.3,1.1,NA
10343500,1971-11-23,5.00,3.9,0.6,NA
10343500,1971-11-24,5.20,3.3,2.2,NA
10343500,1971-11-25,5.00,3.3,0.6,NA
10343500,1971-11-26,11.0,3.9,1.1,NA
10343500,1971-11-27,8.70,2.8,0.6,NA
10343500,1971-11-28,6.80,2.8,1.1,NA
10343500,1971-11-29,6.10,2.8,0.6,NA
10343500,1971-11-30,5.60,2.8,1.1,NA
10343500,1971-12-01,5.20,1.1,0.0,NA
10343500,1971-12-02,5.30,1.1,0.0,NA
10343500,1971-12-03,5.30,1.7,0.0,NA
10343500,1971-12-04,5.10,1.7,0.0,NA
10343500,1971-12-05,5.30,3.3,1.1,NA
10343500,1971-12-06,5.40,2.8,0.6,NA
10343500,1971-12-07,4.70,0.6,0.0,NA
10343500,1971-12-08,5.10,0.6,0.0,NA
10343500,1971-12-09,4.60,1.7,0.0,NA
10343500,1971-12-10,4.60,1.1,0.0,NA
10343500,1971-12-11,4.60,1.1,0.0,NA
10343500,1971-12-12,4.70,0.6,0.0,NA
10343500,1971-12-13,5.10,0.6,0.0,NA
10343500,1971-12-14,4.80,1.1,0.0,NA
10343500,1971-12-15,4.60,1.1,0.0,NA
10343500,1971-12-16,4.70,0.6,0.0,NA
10343500,1971-12-17,4.50,1.1,0.0,NA
10343500,1971-12-18,4.60,1.7,0.0,NA
10343500,1971-12-19,4.60,1.7,0.0,NA
10343500,1971-12-20,4.60,1.7,0.0,NA
10343500,1971-12-21,4.60,2.2,0.6,NA
10343500,1971-12-22,5.10,0.6,0.0,NA
10343500,1971-12-23,6.10,0.0,0.0,NA
10343500,1971-12-24,5.40,0.6,0.0,NA
10343500,1971-12-25,19.0,0.0,0.0,NA
10343500,1971-12-26,11.0,0.6,0.0,NA
10343500,1971-12-27,5.00,1.1,0.6,NA
10343500,1971-12-28,5.00,1.7,0.6,NA
10343500,1971-12-29,4.90,2.2,0.6,NA
10343500,1971-12-30,4.80,1.7,0.6,NA
10343500,1971-12-31,4.80,1.7,0.6,NA
10343500,1972-01-01,4.80,1.1,0.0,NA
10343500,1972-01-02,4.90,1.7,0.0,NA
10343500,1972-01-03,4.80,1.1,0.0,NA
10343500,1972-01-04,4.70,0.6,0.0,NA
10343500,1972-01-05,4.90,1.1,0.6,NA
10343500,1972-01-06,4.90,1.7,0.6,NA
10343500,1972-01-07,4.80,2.2,1.7,NA
10343500,1972-01-08,4.60,1.7,0.6,NA
10343500,1972-01-09,4.70,1.7,0.0,NA
10343500,1972-01-10,4.60,2.2,0.6,NA
10343500,1972-01-11,4.40,2.2,1.1,NA
10343500,1972-01-12,4.50,2.8,1.7,NA
10343500,1972-01-13,4.50,2.8,1.7,NA
10343500,1972-01-14,4.40,2.2,0.6,NA
10343500,1972-01-15,4.40,2.2,0.6,NA
10343500,1972-01-16,4.40,2.2,0.6,NA
10343500,1972-01-17,4.40,2.8,1.1,NA
10343500,1972-01-18,4.60,3.3,2.2,NA
10343500,1972-01-19,4.70,3.3,2.2,NA
10343500,1972-01-20,4.70,3.3,2.2,NA
10343500,1972-01-21,4.80,3.3,2.2,NA
10343500,1972-01-22,5.10,2.8,2.2,NA
10343500,1972-01-23,5.00,1.7,0.6,NA
10343500,1972-01-24,5.00,1.1,0.0,NA
10343500,1972-01-25,4.70,1.1,0.6,NA
10343500,1972-01-26,4.60,1.1,0.6,NA
10343500,1972-01-27,4.60,0.6,0.0,NA
10343500,1972-01-28,4.80,1.1,0.0,NA
10343500,1972-01-29,4.50,1.1,0.0,NA
10343500,1972-01-30,4.40,0.6,0.0,NA
10343500,1972-01-31,4.30,1.1,0.0,NA
10343500,1972-02-01,4.60,1.1,0.0,NA
10343500,1972-02-02,4.70,0.6,0.0,NA
10343500,1972-02-03,4.40,1.7,0.0,NA
10343500,1972-02-04,4.40,2.2,1.1,NA
10343500,1972-02-05,4.40,2.8,1.7,NA
10343500,1972-02-06,4.20,3.3,2.2,NA
10343500,1972-02-07,4.20,2.8,1.1,NA
10343500,1972-02-08,4.20,3.3,1.7,NA
10343500,1972-02-09,4.20,2.8,1.1,NA
10343500,1972-02-10,4.20,2.2,0.6,NA
10343500,1972-02-11,4.20,3.3,1.1,NA
10343500,1972-02-12,4.30,3.3,1.7,NA
10343500,1972-02-13,4.30,3.3,1.1,NA
10343500,1972-02-14,4.40,3.3,1.1,NA
10343500,1972-02-15,4.30,3.9,1.7,NA
10343500,1972-02-16,4.30,3.3,0.6,NA
10343500,1972-02-17,4.50,3.3,0.6,NA
10343500,1972-02-18,4.50,3.3,1.1,NA
10343500,1972-02-19,4.80,3.9,2.2,NA
10343500,1972-02-20,5.30,3.9,2.2,NA
10343500,1972-02-21,5.70,3.9,2.2,NA
10343500,1972-02-22,5.60,1.7,0.6,NA
10343500,1972-02-23,5.30,1.7,0.6,NA
10343500,1972-02-24,5.10,1.1,0.0,NA
10343500,1972-02-25,5.20,2.2,0.0,NA
10343500,1972-02-26,5.20,3.3,1.7,NA
10343500,1972-02-27,5.60,3.9,1.1,NA
10343500,1972-02-28,7.50,3.9,1.7,NA
10343500,1972-02-29,9.80,2.8,0.6,NA
10343500,1972-03-01,7.40,3.3,0.6,NA
10343500,1972-03-02,9.10,4.4,2.2,NA
10343500,1972-03-03,16.0,3.3,1.1,NA
10343500,1972-03-04,17.0,3.9,1.1,NA
10343500,1972-03-05,16.0,3.9,0.6,NA
10343500,1972-03-06,16.0,3.9,1.7,NA
10343500,1972-03-07,16.0,4.4,1.1,NA
10343500,1972-03-08,17.0,4.4,1.1,NA
10343500,1972-03-09,20.0,3.9,1.7,NA
10343500,1972-03-10,26.0,2.8,1.1,NA
10343500,1972-03-11,22.0,3.9,1.1,NA
10343500,1972-03-12,20.0,3.3,1.7,NA
10343500,1972-03-13,20.0,4.4,1.1,NA
10343500,1972-03-14,20.0,4.4,1.1,NA
10343500,1972-03-15,19.0,3.9,1.1,NA
10343500,1972-03-16,21.0,5.0,1.1,NA
10343500,1972-03-17,24.0,5.0,1.7,NA
10343500,1972-03-18,25.0,4.4,1.7,NA
10343500,1972-03-19,23.0,4.4,1.1,NA
10343500,1972-03-20,25.0,5.0,1.1,NA
10343500,1972-03-21,28.0,5.0,2.2,NA
10343500,1972-03-22,24.0,2.2,1.1,NA
10343500,1972-03-23,20.0,3.9,0.6,NA
10343500,1972-03-24,20.0,5.0,1.1,NA
10343500,1972-03-25,26.0,3.9,1.1,NA
10343500,1972-03-26,18.0,3.9,0.6,NA
10343500,1972-03-27,16.0,4.4,0.6,NA
10343500,1972-03-28,15.0,3.9,0.6,NA
10343500,1972-03-29,14.0,5.0,1.1,NA
10343500,1972-03-30,14.0,6.1,0.6,NA
10343500,1972-03-31,14.0,4.4,0.6,NA
10343500,1972-04-01,14.0,4.4,2.2,NA
10343500,1972-04-02,17.0,3.9,2.2,NA
10343500,1972-04-03,20.0,6.7,1.7,NA
10343500,1972-04-04,24.0,4.4,2.8,NA
10343500,1972-04-05,36.0,2.8,1.1,NA
10343500,1972-04-06,29.0,3.9,1.7,NA
10343500,1972-04-07,24.0,5.6,0.6,NA
10343500,1972-04-08,21.0,5.6,1.1,NA
10343500,1972-04-09,21.0,6.1,1.1,NA
10343500,1972-04-10,20.0,5.0,1.7,NA
10343500,1972-04-11,19.0,2.8,1.1,NA
10343500,1972-04-12,17.0,1.7,1.1,NA
10343500,1972-04-13,17.0,2.8,0.6,NA
10343500,1972-04-14,17.0,4.4,0.6,NA
10343500,1972-04-15,20.0,5.6,0.6,NA
10343500,1972-04-16,22.0,5.6,1.7,NA
10343500,1972-04-17,20.0,5.6,1.1,NA
10343500,1972-04-18,18.0,5.6,1.1,NA
10343500,1972-04-19,17.0,6.1,1.1,NA
10343500,1972-04-20,18.0,7.2,1.1,NA
10343500,1972-04-21,20.0,7.8,1.7,NA
10343500,1972-04-22,22.0,7.8,1.7,NA
10343500,1972-04-23,24.0,7.2,2.2,NA
10343500,1972-04-24,24.0,6.7,1.7,NA
10343500,1972-04-25,22.0,7.8,1.7,NA
10343500,1972-04-26,23.0,8.3,1.7,NA
10343500,1972-04-27,27.0,8.9,2.2,NA
10343500,1972-04-28,30.0,8.3,2.8,NA
10343500,1972-04-29,28.0,8.3,1.7,NA
10343500,1972-04-30,28.0,8.9,1.7,NA
10343500,1972-05-01,30.0,9.4,2.2,NA
10343500,1972-05-02,32.0,10.0,2.2,NA
10343500,1972-05-03,33.0,9.4,2.2,NA
10343500,1972-05-04,33.0,10.0,2.2,NA
10343500,1972-05-05,33.0,10.0,2.2,NA
10343500,1972-05-06,33.0,10.0,2.2,NA
10343500,1972-05-07,31.0,8.9,2.8,NA
10343500,1972-05-08,30.0,9.4,2.8,NA
10343500,1972-05-09,29.0,8.9,2.2,NA
10343500,1972-05-10,29.0,9.4,2.8,NA
10343500,1972-05-11,29.0,10.6,2.8,NA
10343500,1972-05-12,28.0,11.7,3.3,NA
10343500,1972-05-13,29.0,11.7,3.3,NA
10343500,1972-05-14,29.0,11.1,3.9,NA
10343500,1972-05-15,29.0,11.7,5.0,NA
10343500,1972-05-16,28.0,12.2,4.4,NA
10343500,1972-05-17,26.0,11.1,4.4,NA
10343500,1972-05-18,26.0,10.6,3.3,NA
10343500,1972-05-19,37.0,6.7,3.9,NA
10343500,1972-05-20,30.0,7.8,3.9,NA
10343500,1972-05-21,25.0,7.8,3.3,NA
10343500,1972-05-22,23.0,11.1,3.3,NA
10343500,1972-05-23,22.0,11.7,3.3,NA
10343500,1972-05-24,21.0,12.2,3.3,NA
10343500,1972-05-25,20.0,12.8,4.4,NA
10343500,1972-05-26,20.0,13.9,5.0,NA
10343500,1972-05-27,20.0,13.9,5.6,NA
10343500,1972-05-28,21.0,14.4,6.1,NA
10343500,1972-05-29,21.0,15.0,6.1,NA
10343500,1972-05-30,21.0,15.0,5.6,NA
10343500,1972-05-31,21.0,14.4,5.6,NA
10343500,1972-06-01,21.0,14.4,6.1,NA
10343500,1972-06-02,21.0,13.9,6.7,NA
10343500,1972-06-03,20.0,13.9,6.1,NA
10343500,1972-06-04,19.0,13.3,5.6,NA
10343500,1972-06-05,19.0,15.0,6.1,NA
10343500,1972-06-06,20.0,13.3,7.2,NA
10343500,1972-06-07,21.0,11.1,7.2,NA
10343500,1972-06-08,21.0,11.7,7.2,NA
10343500,1972-06-09,20.0,12.8,7.2,NA
10343500,1972-06-10,20.0,11.7,5.6,NA
10343500,1972-06-11,16.0,13.9,3.3,NA
10343500,1972-06-12,15.0,14.4,5.6,NA
10343500,1972-06-13,14.0,15.6,6.1,NA
10343500,1972-06-14,13.0,16.1,6.7,NA
10343500,1972-06-15,12.0,16.1,6.7,NA
10343500,1972-06-16,12.0,16.1,6.1,NA
10343500,1972-06-17,11.0,16.1,6.7,NA
10343500,1972-06-18,11.0,17.2,7.2,NA
10343500,1972-06-19,10.0,17.2,7.2,NA
10343500,1972-06-20,9.70,16.7,7.2,NA
10343500,1972-06-21,9.20,16.7,6.7,NA
10343500,1972-06-22,8.90,16.7,7.2,NA
10343500,1972-06-23,8.50,15.6,4.4,NA
10343500,1972-06-24,8.40,14.4,5.6,NA
10343500,1972-06-25,8.10,15.0,5.6,NA
10343500,1972-06-26,7.90,13.9,6.7,NA
10343500,1972-06-27,7.50,17.2,7.2,NA
10343500,1972-06-28,7.10,18.3,8.3,NA
10343500,1972-06-29,6.60,18.9,8.3,NA
10343500,1972-06-30,6.30,18.9,7.8,NA
10343500,1972-07-01,6.00,18.9,8.3,NA
10343500,1972-07-02,5.70,17.8,7.8,NA
10343500,1972-07-03,5.50,17.8,7.2,NA
10343500,1972-07-04,5.30,18.3,7.8,NA
10343500,1972-07-05,5.00,18.3,8.9,NA
10343500,1972-07-06,4.80,17.8,8.3,NA
10343500,1972-07-07,4.70,13.3,6.7,NA
10343500,1972-07-08,4.60,16.7,6.1,NA
10343500,1972-07-09,4.40,15.6,7.2,NA
10343500,1972-07-10,4.30,17.2,7.2,NA
10343500,1972-07-11,4.20,17.8,7.2,NA
10343500,1972-07-12,4.10,18.9,8.3,NA
10343500,1972-07-13,4.00,19.4,8.3,NA
10343500,1972-07-14,3.80,20.0,8.9,NA
10343500,1972-07-15,3.80,20.0,10.0,NA
10343500,1972-07-16,3.60,20.0,10.0,NA
10343500,1972-07-17,3.60,20.0,10.0,NA
10343500,1972-07-18,3.50,19.4,10.0,NA
10343500,1972-07-19,3.40,17.8,8.9,NA
10343500,1972-07-20,3.60,15.0,7.2,NA
10343500,1972-07-21,3.70,13.3,6.7,NA
10343500,1972-07-22,3.60,17.2,6.7,NA
10343500,1972-07-23,3.40,17.2,7.8,NA
10343500,1972-07-24,3.30,17.2,7.8,NA
10343500,1972-07-25,3.20,17.2,7.2,NA
10343500,1972-07-26,3.20,16.7,7.2,NA
10343500,1972-07-27,3.10,17.2,6.1,NA
10343500,1972-07-28,3.10,18.3,7.8,NA
10343500,1972-07-29,3.00,17.2,8.9,NA
10343500,1972-07-30,3.10,17.2,11.1,NA
10343500,1972-07-31,3.00,18.3,9.4,NA
10343500,1972-08-01,2.90,17.2,7.2,NA
10343500,1972-08-02,2.90,17.2,7.2,NA
10343500,1972-08-03,2.80,17.2,7.2,NA
10343500,1972-08-04,2.80,17.2,8.3,NA
10343500,1972-08-05,2.80,17.8,8.3,NA
10343500,1972-08-06,2.80,17.8,8.3,NA
10343500,1972-08-07,2.70,16.7,8.9,NA
10343500,1972-08-08,2.70,17.8,8.9,NA
10343500,1972-08-09,2.70,18.3,8.9,NA
10343500,1972-08-10,2.70,17.8,8.9,NA
10343500,1972-08-11,2.60,17.2,8.9,NA
10343500,1972-08-12,2.60,16.7,8.9,NA
10343500,1972-08-13,2.60,15.6,7.2,NA
10343500,1972-08-14,2.60,15.6,7.8,NA
10343500,1972-08-15,2.60,13.9,6.7,NA
10343500,1972-08-16,2.60,13.9,6.7,NA
10343500,1972-08-17,2.70,15.6,6.7,NA
10343500,1972-08-18,2.70,15.6,7.8,NA
10343500,1972-08-19,2.70,15.0,7.2,NA
10343500,1972-08-20,2.70,15.0,7.2,NA
10343500,1972-08-21,2.60,15.0,6.7,NA
10343500,1972-08-22,2.60,15.0,6.1,NA
10343500,1972-08-23,2.60,15.0,6.7,NA
10343500,1972-08-24,2.60,15.0,7.2,NA
10343500,1972-08-25,2.60,15.0,6.7,NA
10343500,1972-08-26,2.50,15.0,6.7,NA
10343500,1972-08-27,2.50,15.6,7.2,NA
10343500,1972-08-28,2.50,15.6,7.8,NA
10343500,1972-08-29,3.50,14.4,8.3,NA
10343500,1972-08-30,3.20,13.3,8.3,NA
10343500,1972-08-31,3.40,13.9,7.8,NA
10343500,1972-09-01,3.80,12.8,8.3,NA
10343500,1972-09-02,3.40,12.8,7.8,NA
10343500,1972-09-03,3.10,14.4,7.2,NA
10343500,1972-09-04,3.30,11.7,8.3,NA
10343500,1972-09-05,3.50,13.3,8.9,NA
10343500,1972-09-06,3.40,12.2,6.7,NA
10343500,1972-09-07,3.00,13.3,6.7,NA
10343500,1972-09-08,2.80,13.9,6.7,NA
10343500,1972-09-09,2.70,13.3,6.7,NA
10343500,1972-09-10,2.70,12.2,7.2,NA
10343500,1972-09-11,2.70,8.9,4.4,NA
10343500,1972-09-12,2.70,10.6,3.9,NA
10343500,1972-09-13,2.70,11.1,3.9,NA
10343500,1972-09-14,2.60,11.7,5.0,NA
10343500,1972-09-15,2.60,12.2,5.6,NA
10343500,1972-09-16,2.50,12.2,5.6,NA
10343500,1972-09-17,2.50,12.2,5.6,NA
10343500,1972-09-18,2.50,12.2,6.7,NA
10343500,1972-09-19,2.40,11.1,6.1,NA
10343500,1972-09-20,2.40,10.6,4.4,NA
10343500,1972-09-21,2.30,11.1,5.0,NA
10343500,1972-09-22,2.30,10.6,5.0,NA
10343500,1972-09-23,2.30,8.9,3.9,NA
10343500,1972-09-24,2.30,9.4,3.3,NA
10343500,1972-09-25,2.30,7.8,2.8,NA
10343500,1972-09-26,2.30,8.3,6.1,NA
10343500,1972-09-27,2.30,8.9,6.7,NA
10343500,1972-09-28,2.30,10.0,4.4,NA
10343500,1972-09-29,2.30,10.0,4.4,NA
10343500,1972-09-30,2.30,10.6,5.0,NA
10343500,1972-10-01,2.10,10.0,7.2,NA
10343500,1972-10-02,2.50,11.1,7.2,NA
10343500,1972-10-03,3.10,11.1,6.1,NA
10343500,1972-10-04,3.10,11.1,6.7,NA
10343500,1972-10-05,3.10,10.6,6.1,NA
10343500,1972-10-06,3.10,9.4,5.0,NA
10343500,1972-10-07,3.40,8.3,5.0,NA
10343500,1972-10-08,4.10,8.9,5.0,NA
10343500,1972-10-09,4.00,9.4,6.1,NA
10343500,1972-10-10,4.50,7.8,6.1,NA
10343500,1972-10-11,5.90,7.8,6.1,NA
10343500,1972-10-12,5.10,7.8,3.9,NA
10343500,1972-10-13,4.50,8.3,4.4,NA
10343500,1972-10-14,4.30,7.8,3.9,NA
10343500,1972-10-15,4.30,7.2,5.0,NA
10343500,1972-10-16,4.30,7.2,4.4,NA
10343500,1972-10-17,4.60,7.2,4.4,NA
10343500,1972-10-18,5.40,6.7,3.9,NA
10343500,1972-10-19,6.10,6.1,3.3,NA
10343500,1972-10-20,6.40,7.8,5.0,NA
10343500,1972-10-21,5.70,7.2,3.3,NA
10343500,1972-10-22,5.20,7.2,3.3,NA
10343500,1972-10-23,4.80,7.2,3.3,NA
10343500,1972-10-24,4.60,5.6,3.3,NA
10343500,1972-10-25,4.30,6.1,2.8,NA
10343500,1972-10-26,4.20,6.1,3.3,NA
10343500,1972-10-27,4.20,6.1,2.8,NA
10343500,1972-10-28,4.00,5.6,2.8,NA
10343500,1972-10-29,3.80,3.3,1.1,NA
10343500,1972-10-30,3.50,3.3,1.1,NA
10343500,1972-10-31,3.50,4.4,1.1,NA
10343500,1972-11-01,3.50,5.0,3.3,NA
10343500,1972-11-02,3.60,5.6,2.8,NA
10343500,1972-11-03,3.90,5.6,2.8,NA
10343500,1972-11-04,13.0,5.0,2.2,NA
10343500,1972-11-05,10.0,4.4,2.2,NA
10343500,1972-11-06,7.00,3.9,1.1,NA
10343500,1972-11-07,5.90,3.3,2.2,NA
10343500,1972-11-08,5.20,3.3,1.1,NA
10343500,1972-11-09,4.60,3.3,0.6,NA
10343500,1972-11-10,4.20,3.9,2.2,NA
10343500,1972-11-11,4.20,2.8,1.1,NA
10343500,1972-11-12,4.10,2.8,0.6,NA
10343500,1972-11-13,4.10,2.8,1.7,NA
10343500,1972-11-14,4.10,2.8,1.7,NA
10343500,1972-11-15,4.00,3.3,1.1,NA
10343500,1972-11-16,3.90,3.3,1.7,NA
10343500,1972-11-17,3.80,3.9,1.7,NA
10343500,1972-11-18,3.80,3.3,0.6,NA
10343500,1972-11-19,3.80,3.3,1.7,NA
10343500,1972-11-20,3.70,2.2,0.6,NA
10343500,1972-11-21,3.60,2.8,0.6,NA
10343500,1972-11-22,3.50,2.8,1.1,NA
10343500,1972-11-23,3.50,1.1,0.6,NA
10343500,1972-11-24,3.50,2.2,0.6,NA
10343500,1972-11-25,3.60,2.8,0.6,NA
10343500,1972-11-26,3.60,2.8,0.6,NA
10343500,1972-11-27,3.70,2.8,0.6,NA
10343500,1972-11-28,3.80,2.8,1.1,NA
10343500,1972-11-29,3.90,2.2,0.6,NA
10343500,1972-11-30,3.90,1.7,0.0,NA
10343500,1972-12-01,3.80,2.2,0.6,NA
10343500,1972-12-02,3.70,2.8,0.6,NA
10343500,1972-12-03,3.60,2.2,0.6,NA
10343500,1972-12-04,3.20,1.1,0.0,NA
10343500,1972-12-05,2.90,0.6,0.0,NA
10343500,1972-12-06,2.70,0.0,0.0,NA
10343500,1972-12-07,2.60,0.0,0.0,NA
10343500,1972-12-08,2.60,0.0,0.0,NA
10343500,1972-12-09,2.70,0.0,0.0,NA
10343500,1972-12-10,2.80,0.0,0.0,NA
10343500,1972-12-11,2.80,0.0,0.0,NA
10343500,1972-12-12,2.80,0.6,0.0,NA
10343500,1972-12-13,3.10,0.6,0.0,NA
10343500,1972-12-14,3.20,0.6,0.0,NA
10343500,1972-12-15,3.30,2.2,0.6,NA
